,User,Pesan,Jam,Tanggal,Status,Saham
842,GumBall,"Membalas : Bandar dan asing yg di saham BBKP masih di dalam. Jasi masih berpeluang naik..
Saya nunggu di 470 dikasih ga?",1:05:16 PM,Tuesday April 6 2021,Netral,BBKP
843,Aho Lie,"Membalas : 320 kak 
Junta bram emang luar biasa ihsg dr tgl 7 sampai detik ini mash ",9:32:14 AM,Tuesday April 6 2021,Netral,BRAM
844,Wibowo,"Membalas : Photo
Ikut di avg atau ambil di satu harga ?",8:13:46 PM,Monday April 12 2021,Positif,SATU
845,krm nugraha,"Membalas : Haha kalau dikasih diskon punya cash ya girang... Masalahnya diskonnya saat cashnya dah kering ya, terus ga bisa jual barang. Ya
alhamdllah porto masih ijo,banyak diskon cash kring ini yg bikin pusing ",8:11:24 PM,Monday April 12 2021,Positif,CASH
846,Benhan,"Membalas : Niat pertama trading bbkp...lama2 malah jadi investor bbkp karena sangkut...dan ngarep naik setinggi2nya sampe saat ini
Saat anda berharap, saya yg udah lama cutloss BBKP hari ini cuan di ARTO. Hehe ini hanya contoh ya, jangan diambil hati.  ",8:11:10 PM,Monday April 12 2021,Positif,BBKP
847,Nomnom Girl,"Membalas : Dari yg awalnya niatnya pengen trading stock, terus tiba2 berubah haluan jadi investing (karena lossnya udah dalam, ga mampu avg
Niat pertama trading bbkp...lama2 malah jadi investor bbkp karena sangkut...dan ngarep naik setinggi2nya sampe saat ini  ",8:09:53 PM,Monday April 12 2021,Positif,BBKP
848,HASAN TOHA,"AGII closing mantap, profit naik 144% YOY 63B",7:55:32 PM,Monday April 12 2021,Positif,AGII
849,Ronny M.,"Asing jualan top marketp cap Bbca bbri tlkm asii
Ini adalah foto",7:33:38 PM,Monday April 12 2021,Positif,"ASII,BBCA,BBRI,TLKM"
850,Topher,"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
haka 75, otw 80 hahah",4:55:46 PM,Monday April 12 2021,Positif,HRME
851,Johny Asabro,"https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.52 setelah closing hahha",4:54:35 PM,Monday April 12 2021,Positif,HRME
852,Jee Satya,Ikan kecil ikuti arus air aja dan skill kelincahan berenang... spy cuan ,4:09:46 PM,Monday April 12 2021,Positif,IKAN
853,Rays_Man,"Membalas : kurang auptrend seperti mppa  
hahaha... 
uptrend tuh yg naiknya 90  ya.. kalo cmn 45  tuh kelamaan jd kaya..    ",3:06:16 PM,Monday April 12 2021,Positif,MPPA
854,krm nugraha,"Membalas : DOID cent assa lppf kurang uptrend apa coba  
kurang auptrend seperti mppa  ",3:04:23 PM,Monday April 12 2021,Positif,"ASSA,CENT,DOID,LPPF,MPPA"
855,Rays_Man,"Membalas : Pentingnya beli saham2 yg uptrend, turunnya ga dalem dalem bgt
DOID
cent
assa
lppf
kurang uptrend apa coba  ",3:01:13 PM,Monday April 12 2021,Positif,"ASSA,CENT,DOID,LPPF"
856,Virgaust,"Membalas : Dmmx ijo   525
ijo pak memang hahaha
saya pasang CL di 490an aja.
avg 404     ",2:49:54 PM,Monday April 12 2021,Positif,DMMX
857,Jafar Sim,Dmmx ijo   525,2:48:01 PM,Monday April 12 2021,Positif,DMMX
858,Ngurah Dharma Putra,Esti :rocket::rocket::rocket::rocket::rocket:,2:46:45 PM,Monday April 12 2021,Positif,ESTI
859,Syrf Maulana,BBTN sepertinya mulai ada kehidupan   ,2:33:11 PM,Monday April 12 2021,Positif,BBTN
860,aMe,"Biasanya klo Pak @wealth88 cl, sahamnya jd terbang... ct dmmx ya Pak ",2:14:19 PM,Monday April 12 2021,Positif,DMMX
861,Tommy Hermes,BBKP support sangat kuat di 500,2:13:31 PM,Monday April 12 2021,Positif,BBKP
862,pp,doid yok ribonn,2:05:37 PM,Monday April 12 2021,Positif,DOID
863,Jafar Sim,"Membalas : Yang nanti bakal naik
Dmmx same  ",2:05:30 PM,Monday April 12 2021,Positif,"DMMX,SAME"
864,pp,"Membalas : tadi sesi 1 awal2 sudah kena cutloss doid, sekarang doid arb/1 tick menuju arb, merasa terselamatkan, entah mau mantul dari ARB
aminnn moga mantul arb jd ara   ",2:00:04 PM,Monday April 12 2021,Positif,DOID
865,Erich,arto pelindung ihsg..bca uda masa lalu,1:52:12 PM,Monday April 12 2021,Positif,"ARTO,MASA"
866,Chezy,arto bertahan kehijauan nya,1:51:00 PM,Monday April 12 2021,Positif,ARTO
867,Alfian,"Wah dividen bmri cair,  free tax, thanks bu menteri  ",11:45:30 AM,Monday April 12 2021,Positif,BMRI
868,krm nugraha,"Membalas : WSKT ADHI PTPP    
konstruksi'a d borong smua  ",11:44:24 AM,Monday April 12 2021,Positif,"ADHI,PTPP,WSKT"
869,Dream Big,HRME ngegas,11:31:37 AM,Monday April 12 2021,Positif,HRME
870,Th,BANK & ARTO    jagoan ku,11:26:14 AM,Monday April 12 2021,Positif,"ARTO,BANK"
871,Chezy,"Membalas : arto bukanya naik karena mau ri ya makanya di goreng? udah selesai ri nya tujuan nya apa lagi ya
mau ngalahin bbca lah ",11:05:10 AM,Monday April 12 2021,Positif,"ARTO,BBCA"
872,Benhan,"Ya ARTO kan kuat story dan actionnya. Ada right issue, ada planning, ada IPO Gojek Toped. Equity naik berkali2 lipat juga penetrasi market rilnya jelas.

Kalau BUMN kan ngandalin swf doank buat bayar utang yg triliunan",11:05:03 AM,Monday April 12 2021,Positif,ARTO
873,nathan,arto bukanya naik karena mau ri ya makanya di goreng? udah selesai ri nya tujuan nya apa lagi ya ,11:04:07 AM,Monday April 12 2021,Positif,ARTO
874,Muhammad Fajar,ARTO gk ada yg mau gwanin naek   ,11:02:10 AM,Monday April 12 2021,Positif,ARTO
875,Benhan,"Di kala IHSG merah, ARTO bisa terbang sendiri, pertanda IPO Toped-Gojek makin dekat",11:00:12 AM,Monday April 12 2021,Positif,ARTO
876,Fajar Suryo,bersih ya PGAS,10:10:24 AM,Monday April 12 2021,Positif,PGAS
877,levi,BBCA posisi sekarang udah bgs blm ya?,10:06:32 AM,Monday April 12 2021,Positif,BBCA
878,Rey,"Membalas : MARI ATH kah?
Yup",9:55:39 AM,Monday April 12 2021,Positif,MARI
879,Dank,MARI ATH kah?,9:55:14 AM,Monday April 12 2021,Positif,MARI
880,Mic,Mari fly,9:50:44 AM,Monday April 12 2021,Positif,MARI
881,Neo Cortex,"Membalas : MLPL HAKA otw 200 (ATH)
Reason nya apa? 


YukNabungSaham",9:50:14 AM,Monday April 12 2021,Positif,MLPL
882,Mic,MLPL HAKA otw 200 (ATH),9:40:01 AM,Monday April 12 2021,Positif,MLPL
883,Tommy Hermes,SAME yuk gaskeun,9:20:52 AM,Monday April 12 2021,Positif,SAME
884,Puspita Wardani,ESSA nya kakak    ,9:18:51 AM,Monday April 12 2021,Positif,ESSA
885,DenmasBams,HAKA MPPA :rocket:,9:01:50 AM,Monday April 12 2021,Positif,MPPA
886,IHSG BS GAGAL ELLIOT WAVE & KE 6500 JIKA DOMESTIK KOMPAK BUY NAIKKAN HRG BURSA..,"Ihsg bs naik jk domestik bersatu buy..ga ad cerita turun.. pada taking profit maka ga naik2.. mari gagalkan elliot wave dan naikkan ihsg ke 6500
Ini adalah foto",7:32:47 AM,Monday April 12 2021,Positif,MARI
887,RBTAN59,"Membalas : Terbang CENT minggu ini. Lihat aja  
setuju Om.. spt nya om PW. sdh capai target akum dr public mudahan hari ini aja sdh bisa manteng di 300an  ",6:56:05 AM,Monday April 12 2021,Positif,CENT
888,Benhan,"Membalas : Kemungkinan minggu ini bakal turun om  tapi semoga close minggu depan bikin candle hammer di candle weekly
Terbang CENT minggu ini. Lihat aja  ",3:02:31 AM,Monday April 12 2021,Positif,CENT
889,Kaanz',ESSA potensi rising wedge ga sih?  Stocashtic juga udah mau death cross,8:57:57 PM,Saturday April 10 2021,Positif,ESSA
890,Benevelen,Bbri kira2 turun lgi g nih mau serok wkwkw dari kemarin naik terus apa beli pas payment devidend turun apa naik ya wkwkw,7:19:24 PM,Saturday April 10 2021,Positif,BBRI
891,Mbah Bedjo,"Habis jln  lihat kebunnya SSMS sapa tahu besok terbang
Ini adalah foto",7:16:44 PM,Saturday April 10 2021,Positif,SSMS
892,Vincenzo,"Membalas : IHSG harusnya bull hidden div ? Atau saya ada salah analisa ?
bener kok, di time frame kecil juga saya lihat harusnya masih bullish",4:42:21 PM,Saturday April 10 2021,Positif,BULL
893,Joe,"Membalas : Photo
Nah ini rumusnya, berarti IHSG hidden bull div. harusnya",4:38:12 PM,Saturday April 10 2021,Positif,BULL
894,Joe,"Membalas : Minggu ini IHSG berhasil membentuk swing High dari bearish trendnya, namun last candle kemarin membentuk candle merah, dimana te
IHSG harusnya bull hidden div ?
Atau saya ada salah analisa ?",4:31:46 PM,Saturday April 10 2021,Positif,BULL
895,Benevelen,"Tlkm senen lanjut naik g nih
",11:39:43 PM,Saturday April 10 2021,Positif,TLKM
896,Hendro Masori,Kalau Bank jagoan saya BBTN. Kemarin pas crash dapet bagger. Beli 800 an jual 1600 an,8:30:39 PM,Saturday April 10 2021,Positif,BANK
897,Benevelen,"Bjbr deviden 95 serok g nih wkwkwk
",5:02:14 PM,Saturday April 10 2021,Positif,BJBR
898,Eru Yagami,WSKT DER sampe 1000%,12:19:00 PM,Saturday April 10 2021,Positif,WSKT
899,Rangga P,"Ini adalah foto
terkonfirmasi oleh rsi dan macd. koreksi dulu pak. sampe ketemu di hidden bullish dan reg bull",12:12:38 PM,Saturday April 10 2021,Positif,BULL
900,Ricky Yacob,Mari wiim udah di resist menuju ath. Semoga minggu depan breakout  ,11:30:02 AM,Saturday April 10 2021,Positif,"MARI,WIIM"
901,Vincenzo,"Maaf pak guru, apakah MARI sudah valid breakout pattern cup?
Ini adalah foto",11:23:15 AM,Saturday April 10 2021,Positif,MARI
902,Rays_Man,"tfas ini fenomenal..
saat 500 ke 700an naiknya slow tp nonstop.. nunggu pullback ga dikasih.. eeee...lgs ngegas   ",8:55:54 AM,Saturday April 10 2021,Positif,TFAS
903,Rudi Rusbianto,"Membalas : Kl melihat proyeksi, msh prospek. Tetep hati2.
Skrg lg Gandrung ekonomi digital selain ini apa lg ya pak guru yg bisa buat swing ..Sy liat TFAS sama ASSA naik trus tp dah ketinggian. Apa ada yg lain kah",8:54:25 AM,Saturday April 10 2021,Positif,"ASSA,TFAS,TRUS"
904,Eko Bawono,"Membalas : Assalamu'alaikum pak guru..kalo blm punya DMMX apa masih prospek masuk Senin?
Kl melihat proyeksi, msh prospek. Tetep hati2.",8:50:54 AM,Saturday April 10 2021,Positif,DMMX
905,Rudi Rusbianto,"Membalas : Photo
Assalamu'alaikum pak guru..kalo blm punya DMMX apa masih prospek masuk Senin?",8:45:52 AM,Saturday April 10 2021,Positif,DMMX
906,Isal,"Membalas : Photo
Cantik ya pak kayak same sama sama ath",8:39:45 AM,Saturday April 10 2021,Positif,SAME
907,Lee Khong Huan,"Paman Sam gonta ganti cetak rekor ATH terus    trio DJ, SP dan Nasdaq ganti an...
Ini adalah foto
",5:08:58 AM,Saturday April 10 2021,Positif,TRIO
908,TAUFIQI ROMADHON,"Membalas : Ga bole pompom pak Baca teknikal nya ja pak
  ",9:38:19 PM,Monday April 12 2021,Negatif,BACA
909,Benhan,"Membalas : indonesia memang hebat sambut rhomadon dimana mana pada diskon,sampe bursapun nawarin diskon
Haha kalau dikasih diskon punya cash ya girang...
Masalahnya diskonnya saat cashnya dah kering ya, terus ga bisa jual barang.
Ya cuma bisa meratap sedih deh",8:09:27 PM,Monday April 12 2021,Negatif,CASH
910,Benhan,"Membalas : Cut your losses, secure your capital, ga ada kompromi .... Seperti kak Benhan bilang, untuk mengembalikan kerugian dengan tradin
5 kerugian kecil bisa dihapus oleh satu big profit. 
Tapi kalau 5 big losses? Ya wassalam.",8:05:12 PM,Monday April 12 2021,Negatif,SATU
911,Fajar Oktavaria,"Membalas : Tips buat mengatasi kesedihan hati : silahkan diliat aja di grafik chart, sehancur hancurnya harga, sekuat kuatnya badai, coba l
Ga setiap case seperti ini, terutama icbp belum ada tanda reversal, ptba langganannya setelah dividen harga jatuh (tapi kurang tau kalo tahun ini karna dividennya kecil) kalau mau nunggu coals balik biasanya nunggu winter",7:27:19 PM,Monday April 12 2021,Negatif,"ICBP,PTBA"
912,Eddie,"Menurut saya lho yah, pendapat pribadi yg bisa salah: IHSG masih berat, banyak tekanan dari: BPJS, US10Y, saham2 kontruksi yg sangat jelek LK nya, vaksin kurang efektif di china, dan IHSG udah reli dari nop sampai pertengahan jan 21, apa msh berani masuk? Ini msh 5900 an lho, bisa aja turun lagi krn ga ada berita positif yg SIGNIFIKAN dan coba cek txn harian IHSG, sangat2 tipis....maaf ini bukan tebar fear tp drpd uang menguap ga jelas, kan sayang...",7:06:12 PM,Monday April 12 2021,Negatif,"RELI,UANG"
913,Jafar Sim,"26 maret 2020 harga bbkp hancurrr closing di 89 aja  sekarang tgl 12 april 2020 tadi closing di 498    kalau ga kuat ya ga usa buka tradingnya aja
Ini adalah foto
Membalas : Photo
Sekarang 12 april 2021, sorry typo gara gara rugi terlalu banyak hari ini,,, dan kemarin,, dan kemarin,,, hmmm dan kemarinnya lagi  ",6:50:05 PM,Monday April 12 2021,Negatif,BBKP
914,Benhan,"Membalas : Ngga pernah trading pak, itu beli saham dari dulu tapi gak naik2
Bayangkan berapa banyak opportunity loss karena nungguin harga balik.
Kalau di cutloss terus dananya buat beli saham yg lagi uptrend, lebih cepat tuh balik ruginya.

Tapi ingat ya entry pointnya pakai analisa dan bikin trading plan.

Jangan kira  lempar kayu jadi tanaman.    ",6:48:23 PM,Monday April 12 2021,Negatif,KAYU
915,Benhan,"Membalas : Photo
Saya kasih contoh aja pengalaman pribadi ya. 
Beli ELSA dulu di 460an terus saya avg down terus sampai lumayan turun sampai di 430. 
Tapi harga di marketnya ga pernah nyampe segitu, pernah paling di 420.
Nah saat saya yakin ELSA downtrend dan ga bisa reversal lagi saya cutloss di 388.

Tau skrg ELSA berapa? Cek aja sendiri. Setiap saya lihat harganya, plong hati ini  ",6:45:37 PM,Monday April 12 2021,Negatif,ELSA
916,Kaanz',"Membalas : ESSA nya kakak    
Turun yok aku tungguin nih ",6:14:07 PM,Monday April 12 2021,Negatif,ESSA
917,Bu Nana,"Membalas : di pikir2 ada hikmah nya jg mppa di suspend drpd anjlok 2% ikutan ihsg  
Skrg ngga anjlog, pas buka suspen itu yg ngeri",5:48:30 PM,Monday April 12 2021,Negatif,MPPA
918,RBTAN59,di pikir2 ada hikmah nya jg mppa di suspend drpd anjlok 2% ikutan ihsg     ,5:47:20 PM,Monday April 12 2021,Negatif,MPPA
919,Riswanto Yusuf,"Membalas : https://www.instagram.com/p/CNjvTLiBxQ0/?igshid=km0htjrfeuv0
masih bingung kenapa isu digital bank kecil proyeksinya lebay, Bank Mandiri aja ngeluarin Livin, ga ada prospek gimana2",4:08:17 PM,Monday April 12 2021,Negatif,BANK
920,Anton,"Membalas : Gaklah, kalau hijau terus brati uang deposito itu bunga 0,25%/bln masih langsung dipotong pjk pph final 20%... (Misal Uang 1Mil
Wkkk.... betul itu...
IHSG merah, kuat saya duiti, kalau nggak kuat saya tinggal ngopi...",3:54:18 PM,Monday April 12 2021,Negatif,UANG
921,Fry,"Main saham aja masih nyangkut
Main crypto kalo marketnya crash malah jatuh miskin sekalian",3:29:41 PM,Monday April 12 2021,Negatif,MAIN
922,krm nugraha,"buktinya mppa skarang suspand,jd ga arb  ",3:07:25 PM,Monday April 12 2021,Negatif,MPPA
923,Dream Big,WSKT dicegat semesta (MG),3:01:58 PM,Monday April 12 2021,Negatif,WSKT
924,Rays_Man,"Membalas : Ilmu tingkat dewa!     
cuan di dmmx
tp CL di cent,elsa,doid     
gak jadi cuan deh  ",2:59:52 PM,Monday April 12 2021,Negatif,DMMX
925,Rays_Man,"Membalas : Dmmx ijo   525
dah kujual 545 td pagi   
ternyata matahari merah ya.. makanya cuaca koq gerah amat  ",2:48:56 PM,Monday April 12 2021,Negatif,DMMX
926,Mbah Bedjo,"Membalas : Zp net buy doid di arb habis diserok td   
Paling ujung2nya besok naik 2% lanjut turun 6% lg   ",2:48:47 PM,Monday April 12 2021,Negatif,DOID
927,Chai Lie,ASII gak bosen2nya turun,2:40:22 PM,Monday April 12 2021,Negatif,ASII
928,Muhammag kuncoro,Hancur di dunia per sahaman terutama di Pasar kontruksi saya beli PTPP tahun lalu harga 2000 sekarang malah jadi 1200,2:38:40 PM,Monday April 12 2021,Negatif,PTPP
929,moko apdan,"Membalas : Bbkp sempat 494 batas CL orang orang 500,, yaa bandar lagi tunggu saya CL pak @WindRainRealm    
disaat Liat ihsg merah,Masih Ada yg bisa bikin tetap tersenyum   sukses pak  ",2:16:59 PM,Monday April 12 2021,Negatif,BBKP
930,Wawan Christian,"Membalas : Ihsg 5975 Bbkp 500 Wis dah dipersilahkan yg punya hajatan, hajatan duluan saya minggir menepi dulu ambyar semua
IHSG Mulai usang, sekarang lagi hypenya crypto. Terima atau gak, itulah kenyataan saat ini",2:11:04 PM,Monday April 12 2021,Negatif,BBKP
931,Andreas Teddy,"Membalas : Iya pak.. Karena kita ga akan tau sampai mana turun nya.. Atau bisa aja mantul untuk turun lg alias dcb.. Intinya disiplin cutlo
tadi sesi 1 awal2 sudah kena cutloss doid, sekarang doid arb/1 tick menuju arb, merasa terselamatkan, entah mau mantul dari ARB jadi ARA juga ga pusing dah yang penting disiplin dulu  ",1:55:20 PM,Monday April 12 2021,Negatif,DOID
932,Benevelen,Tlkm aku mines 1% cl gak?,1:49:29 PM,Monday April 12 2021,Negatif,TLKM
933,Jee Satya,"Membalas : tkim dari 16rb an jd tinggal 9rb an  
Arb",1:47:09 PM,Monday April 12 2021,Negatif,TKIM
934,Dream Big,ARB kan ASII Ndarr,1:46:37 PM,Monday April 12 2021,Negatif,ASII
935,pp,tkim dari 16rb an jd tinggal 9rb an  ,1:43:22 PM,Monday April 12 2021,Negatif,TKIM
936,Dream Big,WSKT menju ARB,1:41:29 PM,Monday April 12 2021,Negatif,WSKT
937,Erich,doid koit,1:37:20 PM,Monday April 12 2021,Negatif,DOID
938,Benevelen,Aku kemarin serok tlkm 3370 eh sekarang turun emang terkadang g sabar g konsis bikin mines,1:28:03 PM,Monday April 12 2021,Negatif,TLKM
939,Syrf Maulana,"BBTN baru jg masuk
Langsung dikasih hadiah ARB dong   ",11:26:12 AM,Monday April 12 2021,Negatif,BBTN
940,nathan,"Membalas : So pasti, hanya mereka yg cerdik luar biasa yg bisa gain berkali2 lipat dari aksi korporasi. Call it Wall Street savy. Tapi jang
tapi ini juga gorengan kan pak? gk ada yang tau value nya karena gk bisa di ukur kalau udah waktu nya buble pecah tapi gk tau sejauh apa ",11:23:38 AM,Monday April 12 2021,Negatif,AKSI
941,alyne,"Membalas : Next Baca
Kok baca? Bukannya baca ga jdi?",11:21:43 AM,Monday April 12 2021,Negatif,BACA
942,OL00 Oles sandro,"Membalas : bersih ya PGAS
Ada news ada pgas sampai arb kak",11:16:42 AM,Monday April 12 2021,Negatif,PGAS
943,nathan,ipo gojek tokped bukanya karena mau nyerap dana dari masyarakat juga? karena investor nya pada cape bakar duit? mirip kaya arto karena mau ri di atas jadi nya harga nya di goreng ya,11:06:00 AM,Monday April 12 2021,Negatif,ARTO
944,Tommy Hermes,"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
Harusnya yg di bubarin tuh BPJS",10:44:49 AM,Monday April 12 2021,Negatif,"ADHI,BBNI,BBRI,BMRI,KRAS,PTPP,WEGE,WIKA,WSBP,WSKT,WTON"
945,Erich,"Membalas : Kalo arb berhari hari  
klupaan kaef inaf antm tins jg    ",10:42:15 AM,Monday April 12 2021,Negatif,"ANTM,INAF,KAEF,TINS"
946,            ,"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
   ",10:41:16 AM,Monday April 12 2021,Negatif,"ADHI,BBNI,BBRI,BMRI,KRAS,PTPP,WEGE,WIKA,WSBP,WSKT,WTON"
947,Jee Satya,"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
Kalo arb berhari hari  ",10:41:09 AM,Monday April 12 2021,Negatif,"ADHI,BBNI,BBRI,BMRI,KRAS,PTPP,WEGE,WIKA,WSBP,WSKT,WTON"
948,Chezy,"bbtn itu emg ada insider trader nya sih, masih inget di arb in sehari sebelum rups, berarti dah tau ga akan bagi deviden padahal laba naik ampir 600%
ya begitulah bandar berkuasa di saham  ",10:06:59 AM,Monday April 12 2021,Negatif,BBTN
949,Tommy Hermes,"Membalas : Bbtn knp ua
Mungkin ada bad news yg belum keluar",9:57:14 AM,Monday April 12 2021,Negatif,BBTN
950,Fajar Suryo,ACES jebol bawah,9:34:40 AM,Monday April 12 2021,Negatif,ACES
951,Dharma,Pgas terjun bebas...bsok terjun lagi nih  ,9:26:55 AM,Monday April 12 2021,Negatif,PGAS
952,Rui :rocket: :speedboat::dancer: ,"Membalas : SAME yuk gaskeun
Waktu break ATH minggu lalu volumenya kecil kak ... ko takutnya false break ya ... bisa turun lagi  ",9:24:20 AM,Monday April 12 2021,Negatif,SAME
953,Hendra Widjaja,TKIM knp ya kok arah ke ARB lagi?  ,9:18:43 AM,Monday April 12 2021,Negatif,TKIM
954,Jafar Sim,"Membalas : the power of hidden bearish divergence !
Waaahh ihsg kebakaran 6048 sempat 6035 , waaaa bbkp 515 apakah karena feeling saya ihsg hari ini closing ijo makanya realnya ihsg kebakaran? Lukas",9:13:40 AM,Monday April 12 2021,Negatif,BBKP
955,Tommy Hermes,"Membalas : PGAS knp ya ARB
Karena merugi akibat sengketa pajak",9:09:29 AM,Monday April 12 2021,Negatif,PGAS
956,Alzur Zanni,PGAS knp ya ARB,9:08:57 AM,Monday April 12 2021,Negatif,PGAS
957,      ,mppa suspen ya?,9:02:48 AM,Monday April 12 2021,Negatif,MPPA
958,Eru Yagami,Bener kan PGAS arb,9:02:07 AM,Monday April 12 2021,Negatif,PGAS
959,IHSG BS GAGAL ELLIOT WAVE & KE 6500 JIKA DOMESTIK KOMPAK BUY NAIKKAN HRG BURSA..,Pgas rugi tu,9:01:39 AM,Monday April 12 2021,Negatif,PGAS
960,Petro,"Membalas : Jangan2 malahan yg enteng naiknya soalnya retail biasanya jiper pegang saham yg LK rugi/turun...bandar happy pegang harga bawah
Arb dlu pgas",8:58:55 AM,Monday April 12 2021,Negatif,PGAS
961,R O N I :registered: :copyright:,Dibanting PGAS nya  ,8:56:48 AM,Monday April 12 2021,Negatif,PGAS
962,Eru Yagami,PGAS mau arb nggak ya?,8:45:45 AM,Monday April 12 2021,Negatif,PGAS
963,Candra Basuni,"Membalas : Inj yg bikin sesi 2 kemarin arb. Entah hari inj arb lagi pa ngk. Moga mantul.
Tkim yg arb, liat aja inkp mantul beneran apa ga dr ma200nya",8:20:13 AM,Monday April 12 2021,Negatif,"INKP,TKIM"
964,Taufiq,"Membalas : Beda Nasib! Laba Bersih TKIM Drop di 2020, Laba INKP Melesat http://detik.id/6sRL72
Inj yg bikin sesi 2 kemarin arb. Entah hari inj arb lagi pa ngk. Moga mantul.",8:15:37 AM,Monday April 12 2021,Negatif,"INKP,TKIM"
