Pesan,Status
"Membalas : Saha ga paham mekanismenya gmn, coba liat history SCMA dari sept - desember, dia buyback jg. Lihat historis harganya
Kalo bgt perlu melihat kembali tujuan buyback saham oleh emiten, contohnya SIDO thn 2015 buyback karena harga saham pada saat itu berada dibawah nilai wajarnya atau undervalued",Positif
"Membalas : https://www.tradingview.com/x/g5L4ya1A/
Ngarti mas. Makin banyak pola makin bagus dong ya. Ya kalo ga tutup di yg saya sebutin jg gpp.",Positif
regional udh mendukung nih hangseng nikkei udh makin menarik semoga aja amin,Positif
"Membalas : ditutup >580 juga udah cantik karna pola, atau >605 pola yang dijelaskan pak guru di gemas yang baru
Kalo 640 bisa bikin pola SSP di weekly kak candle 1  ",Positif
"Membalas : Bandar zp kebangentan hu,langsung di hajar aja  
Lah rals emang mau buyback pake kim eng",Positif
"Membalas : Eraa kalo tutup di 640 cakep nih
ditutup >580 juga udah cantik karna pola, atau >605 pola yang dijelaskan pak guru di gemas yang baru
",Positif
Rals bo 820 lanjut ke 850,Positif
Rals baiknya tp atau ngga ya?,Positif
"Membalas : Eraa kalo tutup di 640 cakep nih
udh TP eraa 645 amanin cuan dulu",Positif
Eraa kalo tutup di 640 cakep nih,Positif
BNII ngegas,Positif
"Membalas : RALS.png
RALS.. ternyata ga bikin sideway langsung di hajar keatas  ",Positif
BK dan AK kesurupan beli ZINC   ,Positif
"Yang punya Zinc... tadi dikasi beli 134 ... ID sudah cukup jual hari ini....bentar lagi ngak dapat lagi.... tinggal naiknya aja....  

Zinc saya target 170

Baru 15 menit sudah 30M transaksi zinc  ",Positif
Waw RALS  ,Positif
BGTG Rebound   ,Positif
Duh pengen HAKA CENT  ,Positif
Yang punya Zinc... tadi dikasi beli 134 ... ID sudah cukup jual hari ini....bentar lagi ngak dapat lagi.... tinggal naiknya aja....  ,Positif
"Membalas : LPPF.png
Happy cuan",Positif
Jarumnya cent mulai muncul,Positif
"ESSA buy if break >412
Ini adalah foto",Positif
Essa yuk sesi 2,Positif
"CENT break >302
Ini adalah foto",Positif
"Membalas : Agan masuk apa ya kira  ini
Cocol same",Positif
"eraa masuk skrg ketinggian ngga ya
",Positif
"  lomba sama same...
ri same sih bagus bgt..  ",Positif
"Membalas : Waduh assa nya jgn ngebut2
iya Ko...setuju
stabil aja naiknya....manis2 sopan...
assa juga ada ri jg bukan cm belum ada kelanjutan beritanya.
7 jan 21 
ara 1x udh uma soalnya... 
Membalas : How high CENT can go
400 sampe ga kira2 sebelum ri...?
ngarep 2x harga tebus min",Positif
"Regional ijo royo""   
Diantara bank digital lain agro nih paling murah ga sih cmiiw   ",Positif
"Membalas : Bareng yaa @RuiAuxilia    
SAME SAME na hey hey HAKA HAKA hey heyyy :hearts::hearts:",Positif
"Membalas : AGII hari ini meroket
kena ROKET..bablas",Positif
"Membalas : Saya masi harus belajar tektokan yang baik ni buat nambah amunisi Sesi 2 CENT bisa seru, apakah ARA atau jarum suntik
ARA kan ciiiii      ",Positif
"Membalas : Sebulan itu sebentar kak, saya dulu nunggu SAME sampe RI hampir 2 bulan
""saya kan mau nya cuan beli hari ini langsung terbang kak""   ",Positif
"Membalas : keren sebulan nunggu nya ya pak..
Sebulan itu sebentar kak, saya dulu nunggu SAME sampe RI hampir 2 bulan  ",Positif
bandar akum fren di 94,Positif
"Membalas : Photo
FREN potensi CnH",Positif
"Membalas : ZINC ada apa ya kok gila banget hari ini
Mau RUPS? Atau gemana?",Positif
ZINC ada apa ya kok gila banget hari ini,Positif
"Ini adalah foto
gendeng boss Fren modalin kerek hrg sampe 182 b baru di sesi 1   ",Positif
"Membalas : Jebol ya ceilingnya ESSA
412 nya belum pak  semoga jebol ya pak sekalian nembusin ath nya",Positif
"Membalas : Gantian dulu ya Kak Rui, nanti ada gilirannya lagi same yiha yiha  
SAME always yiha2 sih saya ini   ",Positif
"Membalas : mungkin ada waktunya pak, lama kelamaan resist kuat jadi support kuat
Jebol ya ceilingnya ESSA",Positif
"Membalas : ESSA.png
Happy cuan",Positif
"Membalas : SAMEnya kan udah yiha yiha yiha yiha yiha yiha yiha yiha yiha x infinity Pak  
Gantian dulu ya Kak Rui, nanti ada gilirannya lagi same yiha yiha  ",Positif
maha essa brangkat  ,Positif
"Membalas : FREN.png
Happy cuan juga",Positif
"Membalas : Hehe ARTO saya masih hold nih. Lumayan 20% dari porto dan sampai skrg belum TP. Kalau yg ini hold keras deh sampai IPO Gojek.
arto spt nya akan stock split lalu Ri lg  ",Positif
"Membalas : Cusn kotos bisa sewa pesawat pribadi nih lebaran  
om Benhan dah ucap cent minggu ini bakal terbang   ",Positif
"Membalas : Kalau saya yakin dibawa diatas rp 100, cuma kapannya ( 1 minggu, 2 minggu, 3 minggu ) yg belum tau
congrats pak Pohai.. analisa . Fren n mppa nya on the track   ",Positif
"Membalas : TP CENT ah
Wahh di tp om ben bisa longsor nih kyanya ",Positif
TP CENT ah,Positif
"CENT ini ada dasarnya untuk kenaikan harga, dia mau RI .... itu yang biasanya kena UMA kan saham2 yang ga jelas kenaikannya atas dasar apa... Ga semua saham kalau ARA pasti kena UMA .....",Positif
Cent ada CA kan? Biasa aman itu bila ada CA,Positif
How high CENT can go,Positif
"Membalas : Waduhwaduhh CENT naiknya trlalu ugal an ga nih ci @RuiAuxilia
siap2 cent kena uma.. bei suka begitu",Positif
"Membalas : Waduhwaduhh CENT naiknya trlalu ugal an ga nih ci @RuiAuxilia
Biar saja kak, biar yang sudah punya barang di harga bawah pada seneng  

Kita lihat sesi 2 bagaimana nanti   ",Positif
Waduhwaduhh CENT naiknya trlalu ugal an ga nih ci @RuiAuxilia  ,Positif
Mcor diem  ijo,Positif
wah pak Aho senang sekali nih pasti... sales nya cent,Positif
FREN HAKA,Positif
"Membalas : makasih pak, berkat bapak saya masih hold cent   
  sama sama om, mantap ya cent nya",Positif
"Membalas : wmuunya kak..bandar akum trus
Tunggu kakak cl dlu baru masuk.. Biar terbang :baby_chick:",Positif
wmuunya kak..bandar akum trus,Positif
"Mohon maaf senior, mungkin ada yang bisa menjelaskan

Apakah benar rumor DKFT mau d akusisi ASII ??",Positif
Zinc sudah break resis 130... kalau break resit 136 hari ini atau besok sudah masuk reversal trend....otw 200,Positif
Dividen PTBA berapa ya om?,Positif
"Membalas : https://investasi.kontan.co.id/news/laba-widodo-makmur-unggas-wmuu-melesat-102-pada-2020
otw 300 ",Positif
mppa bentar lg mudahan di tarik nih   ,Positif
"Membalas : Rumours on the market LINK 2 Bidder : Digital Colony , Naver (Line) Range Bid 4800-5200 katanya
Sadis ini kalau benar, yg masuk di SAME dan CENT mau akuisisi LINK.
EMTK dan North Star Group ini emang gila soal akuisisi, jual beli perusahaan",Positif
"Coal, Nikel, Bank pada minggir dlu Ayam mo tampil dlu",Positif
"Membalas : Wmuu gileeee
Strong bgt ya  ",Positif
"Membalas : Congrats ya yg punya Cent  
Aho congratzz     ",Positif
Cent   mantap,Positif
Congrats ya yg punya Cent  ,Positif
arakan cent ,Positif
"Membalas : nama boleh mirip assa. nasib masih beda  
mungkin ada waktunya pak, lama kelamaan resist kuat jadi support kuat ",Positif
"Membalas : essa mau berapa kali ya uji resist 410? 
Tambah muatan pak supaya bisa break ceilingnya hehe",Positif
"Membalas : Prospek cerah ni ya pak Benhan
Mari main yg uptrend pak. Tinggalin yg udah lewat storynya",Positif
"Membalas : Minggu depan kayaknya konsolidasi di atas 302 di bawah 320. Kecuali kalau bandarnya ga sabar dan banyak ritel The Traders masuk.
Nah ini hahahaha mari kita pantau ... skrg sih saya lg antri di 302-310  ",Positif
"Membalas : Saya punya tiga2nya nih. Gara2 pom2 suhu2 di sini  
Cuan kotos  ",Positif
essa mau berapa kali ya uji resist 410? ,Positif
"Membalas : Waduh assa nya jgn ngebut2
Udah kena TP Hu Billy di 2300, padahal skeptis bisa sampai segitu hari ini. Emang gila ASSA makin ditantang makin ngebut.",Positif
"Ya ampun mdka :rocket:
",Positif
Jangan putus ASSA melihat DOGE terbang wkwkk,Positif
"Membalas : Waduh assa nya jgn ngebut2
Hu bil favorit assa,pak ben cent ,.pakde dan cik rui Same ",Positif
"Membalas : Waduh assa nya jgn ngebut2
Iya niy, slow dikit assa. Biar jatohnya gak sakit",Positif
Waduh assa nya jgn ngebut2,Positif
"Membalas : Keluar masuk dan ikut right issue-lah kalau CENT. Dah yakin dan udah kasih cuan banyak sejak kita bahas di 230-an ya hehe
Hr ini saya telat masuk td nunggu di 286 telat buka laptop ketinggalan tar tunggu harga bagus saya masuk lg ",Positif
"BFIN mau diakuisisi ARTO ini bener ya. Soalnya ARTO punya modal berlimpah after RI. Ya masih satu grup juga.
Kabarnya tender offernya bakal di 850-900.",Positif
"Membalas : kemarin asing masuk besar juga
Dr kemaren beli 5M belum jual sdikitpun... ini BK masuk lagi.... Brosum... asing Acum dan Nett Buy... kalau sudah 2 hari bgini... mudah2an awal yg baik.... liat aja dijagain terus... Yuk yang mau  gabung dr tarrikan awal Guys... Haka Zinc",Positif
WMUU volume gede ya  ,Positif
"Membalas : makasih pak, berkat bapak saya masih hold cent   
Saya TP separuh di 320, nanti masuk lagi pas koreksi",Positif
"Membalas : Guys... Zinc bener2 ada sesuatu... BK net buy lagi pagi2....  
kemarin asing masuk besar juga",Positif
Yp cuan lebar di Film,Positif
Bgtg ancang2,Positif
CENT bisa bikin support baru di 320 nih minggu depan,Positif
Bksl lg digoreng kakak,Positif
"Membalas : ERAA mentok resist. out dlu . ketemu lagi nanti d 560-570  
Yap saya juga tp",Positif
ERAA mentok resist. out dlu . ketemu lagi nanti d 560-570  ,Positif
Guys... Zinc bener2 ada sesuatu... BK net buy lagi pagi2....  ,Positif
"Ketika sahamnya dinaikkan, biasa RF jualan dulu, nyiapin dana ketika sahamnya diturunin. Cent terbang   :rocket::rocket::rocket:
Ini adalah foto",Positif
"Membalas : ASSA.png
Yuk Pelan2 aja  ",Positif
ASSA udah tembus 2200,Positif
"Membalas : CENT.png
Matap nih hu bill, buy on breakout deh ",Positif
Fire kembali nakal ,Positif
Semoga cent manggung hari ini   ,Positif
semoga CENT ga false promise,Positif
BNBA bangunnn,Positif
Wahai sales AGII. Bersenang2 lah kalian  ,Positif
happy cuan WMUU,Positif
"Membalas : LINK.png
Happy cuan",Positif
Mtps :rocket::rocket:,Positif
bnli go go,Positif
"Membalas : keren ya kang.. di fire jg gitu tuh.
Kmren emg mantau ZBRA dan MG haka di harga ARA puluhan ribu lot ",Positif
"BBHI iseng2,ngegas  ",Positif
Ayo DOID    ,Positif
Arakan mtps ndar:rocket::rocket:,Positif
Mtps :rocket::rocket::rocket:,Positif
"JPFA sdg bidik kenaikan (alias janji janji) , WMUU sudah realize cuan 102%.",Positif
WMUU punya rumah potong ayam terbesar,Positif
"Membalas : Photo
Bisa naik ngalahin cpin ga Hu?  ",Positif
"Membalas : Ga yakin ini. Coba kasih stock pick, mendadak pada bangun silent readernya hehe. Mayoritas manusia tentunya mau yg instan, di m
Pdhl kmrn om billy ud kasi byk pilihan chart stockpick. Tinggal mana yg sesuai ya buy aj. ASSA nya joss kmrn     ",Positif
AGII hari ini meroket,Positif
"Membalas : Saran ko MY di grup coin, yang pegang FREN dan sudah cuan jual separuh di cumdate, separuh tebus RI.. Andaikan RI bagus bersyuku
hukum probabilitas
kalo abis RI msih naik,
km bs pke cuan yg ud di TP beli lagi",Positif
"Saran ko MY di grup coin, yang pegang FREN dan sudah cuan jual separuh di cumdate, separuh tebus RI.. Andaikan RI bagus bersyukur masih pegang separuh, andai RI bapuk ya bersyukur sudah amanin cuan separuh.",Positif
"Membalas : Besok Cent uda kuat nanjak blm ya pak Aho
Semoga besok ijo. Jadi bisa tembus pak.",Positif
"Membalas : Miris baca ini. Ntah gimana mau sukses ini RI  
warrantnya banyak kak   ... saya sempet iseng bikin kalkulasi, ini bisa menguntungkan kedepannya kl tebus Rnya",Positif
"Membalas : 2900 masih bisa , tapi entah kapan
antm target saya masih sama seperti dulu 4 rebu   ",Positif
"Membalas : Btw ANTM masih ada potensi 2500 lho... #bukan pompom Saya ga ada barang.
2900 masih bisa , tapi entah kapan",Positif
"Membalas : Sama kaya antm om pas di 3200 atas bnyk yg blng ke 4 rb. Bahkan ahli candle, cfa, astronomi pun 1 suara
Btw ANTM masih ada potensi 2500 lho...

#bukan pompom

Saya ga ada barang.",Positif
"Membalas : EMTK, ALADIN, PNBS besok lanjut ngegas
Ngegas pake rem gak?",Positif
"EMTK, ALADIN, PNBS besok lanjut ngegas",Positif
Mdka bsok bakal naik,Positif
"Membalas : Emgnya suspend yaa zbra??
ZBRA bukannya baru buka suspend hr ini tp buka suspend pun ttp ARA   nanti jgn2 ngegas ngebut sprt BANK  ",Positif
"Membalas : Waktu harga nya 3000 ada pihak2 yg keluarin report bisa ke 5k dan 7k loh
Sama kaya antm om pas di 3200 atas bnyk yg blng ke 4 rb. Bahkan ahli candle, cfa, astronomi pun 1 suara ",Positif
"Membalas : Cari saham pundamental bagus, pasti ijo terus 
Saya screening juga fundamental kak....kepentok ptba skg    fundamental semakin bagus...harga makim diguyur",Positif
"Membalas : Photo
Legend nih   
Membalas : 11 hari arb malahan uniq  
Cari saham pundamental bagus, pasti ijo terus ",Positif
ada bandar mppa kasih kode nge bid 500rb lot    ,Positif
Besok Cent uda kuat nanjak blm ya pak Aho,Positif
Film mendadak terbang,Positif
bbri mantab,Positif
"Membalas : happy cuan BANK , PNBS
Dulu penasaran bgt sama yg namanya yg baru IPO krna ara terus. Akhirnya dapet BANK, tp takut akhirnya abis naik lgsg jual. Pas sore liatin lagi kok kayaknya bid nya masih ok akhirnya besoknya masuk lagi (walaupun cm lot kecil) dan mengaplikasikan kata para pakar ""let your profit run"". Kesini2 dapet rumor bank mini dan ovo, lucky me skr udah 150an%. Biar cuma lot mini tapi hati senang padahal habis suspend sempat mau dibuang krna takut Arb.",Positif
"happy cuan BANK , PNBS",Positif
Mtpi yes truk yes,Positif
"Membalas : Kalo saham bagus skali ARA pokoke suspend, kalo saham gurih sampe harga sesuai penitip terus aja
iya ya   
assa ga usah ara gpp.. santai aja yg penting naik terus....
kaya same..",Positif
"viva > 78 tambah
Ini adalah foto",Positif
"Membalas : ASSA.png
soon to the sun",Positif
Truk aja ah,Positif
Ayo ahap sdh byk pompomers rekomen,Positif
ASSA nya ngegas    ,Positif
Arakan ahap ndar:rocket::rocket:,Positif
Ahap ngegas,Positif
"Membalas : OVO x Shopee x BANK :white_check_mark: https://finansial.bisnis.com/read/20210415/90/1381525/sea-group-induk-shopee-disebut-incar-bank-aladin-sy
Wkwkwkwkw liat animo bgs bursa moncer apalagi ...",Positif
"Membalas : itu rups DMAS jadi engga sih pak?
deviden nya biasa sethn 2x, perkiraan yg pertama bulan dpn d 25 perak/10persenan",Positif
"ayo same, scma udah 6% tuh",Positif
PNBS bolak balik TP,Positif
"Membalas : BJTM ama DMAS. cicil smp hri bagi deviden.
Bjtm kembali ke BOS ... 805  ",Positif
"Membalas : BJTM ama DMAS. cicil smp hri bagi deviden.
itu rups DMAS jadi engga sih pak?",Positif
"cicil lagi BJBR. deviden trap hanya sementara.
",Positif
BJTM ama DMAS. cicil smp hri bagi deviden.,Positif
Cuan cuann CPIN,Positif
"slow but sure
Ini adalah foto",Positif
"Membalas : EMTK SAME https://m.bisnis.com/market/read/20210414/192/1381012/saat-kilau-emtek-emtk-mulai-menyinari-omni-hospitals-same
Yuk SAME yg belum naik tinggi",Positif
ARAkan EMTK,Positif
"Membalas : petok2 :rocket::rocket::rocket:
cpin bukan saya yang haka lho ya   lumayan 5% buat seekor ayam impor ",Positif
SAME :rocket::rocket::rocket:,Positif
"Membalas : https://www.tradingview.com/x/1wG6IzKR/ ERAA yg saya liat di weekly pak
menurut saya handlenya terlalu dalam *CMIIW",Negatif
"Membalas : CNBC blm update sepertinya Q1 2021 uda untung
CNBC kayaknya loss banyak di film wkwkkwk",Negatif
cent turunkan dulu yuk,Negatif
Cent suda turun,Negatif
Agro masih blm ada tanda2  ,Negatif
Mppa kok gak ngegas lg  ,Negatif
"Membalas : Ente aja kali om wkwkw aq mah di 390 santuyyy
Hehe FILM sih ga masuk watch list saya, gorengannya koresterol tinggi",Negatif
FILM ARB tiba2 wkwkw,Negatif
paraah TGRA arb 2 hri beruntun    #bolpenpipiaipi,Negatif
"Membalas : Photo
Siap2... ANTM akan longsor alias ARB today... ",Negatif
"bbyb ri nya makin ga jelas, maish tentatif ga jadi bulan ini",Negatif
"Jelas ini FREN ga yakin harga induknya bisa di atas 120, so mancing ritel ikut right issue dg iming2 trading waran",Negatif
"Membalas : Karena CLnya terlambat kak.... Kalau mau pelajari dulu bagaimana cara baca chart dengan support resisten, dan tradinglah d saham
Saya terlambat CL di bbkp...ga nyangka aja dy ambrol padahal chart  bagus waktu itu. ",Negatif
"ENVY tgl tunggu waktu delisting ini kayaknya. btw BAPI apa kabar ya?
",Negatif
"Membalas : lppf dari 20rebuan 2016 ampe serebuan 2021 hu wkwkwk
Sampai skrg blom balik harga itu ya    ",Negatif
"Membalas : Photo
lppf dari 20rebuan 2016 ampe serebuan 2021 hu wkwkwk",Negatif
"Membalas : Setidaknya uniq hr kedua masih ara. Lah fimp hari kedua udh arb 10% lg
Gk ada yg lebih serem dibanding ARBnya BNBA  ",Negatif
Yang narik ihsg ternyata unvr  ,Negatif
"Mirip chart nya ama ini..hari pertama ara setelah itu 3 hari arb trus naik lagi. Sejauh ini ritmenya sama  
Ini adalah foto
11 hari arb malahan uniq  ",Negatif
"Membalas : Canggih ni sis...bisa balikin 25jt...
cuan gw aja udh abis semua main dr desember  ini balikkin modal susah bgt kena apes lg",Negatif
Aktor lawak ihsg si BBRI nih  ,Negatif
"MARI trauma sodaranya keciduk BEI.. wkwkwk.. Sabar yg punya MARI
Ini adalah foto",Negatif
"Membalas : MLPL koreksi ya?
Iya om.. mlpl bakal turun dibawah 145 .. suport terkuat sih di 120",Negatif
"Membalas : PTBA :cl:
Ayoo cutloss",Negatif
PTBA :cl:,Negatif
"Membalas : Bandarnya BJBR raja tega
Expired date",Negatif
"Membalas : Bandarnya BJBR raja tega
Lah emg dri taun ke taun jg kya gtu kok pak, stlah exdate arb 3hari 3 mlm ",Negatif
"Membalas : Bandarnya BJBR raja tega
org deviden yield ya gede ya wajar d banting",Negatif
Bandarnya BJBR raja tega,Negatif
"Abba kna suspend, selevel lainnya pd cemas  ",Negatif
"Membalas : SAME kita tunggu sabar lagj sampai RI kedua nih
SAME saya sudah ga mau pethakilan, gembok manis dan hilangkan kuncinya sampai nambah muatan lagi dengan tebus R nanti   ",Netral
"Membalas : Sebulan itu sebentar kak, saya dulu nunggu SAME sampe RI hampir 2 bulan
SAME kita tunggu sabar lagj sampai RI kedua nih",Netral
"Membalas : mantep mua arto jg kan dah cukup kotos masuk di 9600 sy note koq
Hehe ARTO saya masih hold nih. 
Lumayan 20% dari porto dan sampai skrg belum TP. 
Kalau yg ini hold keras deh sampai IPO Gojek.
Disclaimer on ya bukan stockpick.",Netral
"Membalas : mantep mua arto jg kan dah cukup kotos masuk di 9600 sy note koq
nunggu arto koreksi ke 9600 sampe pegel   ",Netral
Wmuu hold dari cicak smpe jadi komodo   ,Netral
hold kenceng f sdh masuk di cent ,Netral
"Membalas : Semangat om   semoga break ath, inget waktu ga dapat diputar, dicelupin, apalagi dijilat
makasih pak, berkat bapak saya masih hold cent   ",Netral
"Membalas : semoga ga gatel yah pak mau jualan
Pasang ts lalu lupakan *salah satu cara tahan gatel",Netral
"Membalas : Nah ini...
3510 baru jual hold emtk",Netral
Emtk still hold? Udh konfirm break blm dia? Habis TP dari bank kegocek gk rebuy -_-,Netral
"Membalas : Ikuuut.....
Kbag tabungan masa tua, mana tau dari gocap bisa +1000%  ",Netral
"Membalas : Saya liatnya juga gitu. Apalagi BK
Bner kata pakde & sales same ci rui, udh gembok aja ",Netral
