,Pesan,Status
994,"Membalas : Candle SAME cihuy tu,, sikatt
SAME tunggu besok2 aja, bakal turun sepertinya",Netral
995,"Membalas : Nunggu ELSA sama BRPT
Sama",Netral
996,Nunggu ELSA sama BRPT,Netral
997,"Membalas : Bandar dan asing yg di saham BBKP masih di dalam. Jasi masih berpeluang naik..
Saya nunggu di 470 dikasih ga?",Netral
998,"Membalas : 320 kak 
Junta bram emang luar biasa ihsg dr tgl 7 sampai detik ini mash ",Netral
999,"Membalas : Harga ayam naik pak
Haka jpfa..  ",Positif
1000,"Membalas : Photo
Ikut di avg atau ambil di satu harga ?",Positif
1001,"Membalas : Haha kalau dikasih diskon punya cash ya girang... Masalahnya diskonnya saat cashnya dah kering ya, terus ga bisa jual barang. Ya
alhamdllah porto masih ijo,banyak diskon cash kring ini yg bikin pusing ",Positif
1002,"Membalas : Niat pertama trading bbkp...lama2 malah jadi investor bbkp karena sangkut...dan ngarep naik setinggi2nya sampe saat ini
Saat anda berharap, saya yg udah lama cutloss BBKP hari ini cuan di ARTO. Hehe ini hanya contoh ya, jangan diambil hati.  ",Positif
1003,"Membalas : Dari yg awalnya niatnya pengen trading stock, terus tiba2 berubah haluan jadi investing (karena lossnya udah dalam, ga mampu avg
Niat pertama trading bbkp...lama2 malah jadi investor bbkp karena sangkut...dan ngarep naik setinggi2nya sampe saat ini  ",Positif
1004,"AGII closing mantap, profit naik 144% YOY 63B",Positif
1005,"Asing jualan top marketp cap Bbca bbri tlkm asii
Ini adalah foto",Positif
1006,"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
haka 75, otw 80 hahah",Positif
1007,"https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.52 setelah closing hahha",Positif
1008,Ikan kecil ikuti arus air aja dan skill kelincahan berenang... spy cuan ,Positif
1009,"Membalas : kurang auptrend seperti mppa  
hahaha... 
uptrend tuh yg naiknya 90  ya.. kalo cmn 45  tuh kelamaan jd kaya..    ",Positif
1010,"Membalas : DOID cent assa lppf kurang uptrend apa coba  
kurang auptrend seperti mppa  ",Positif
1011,"Membalas : Pentingnya beli saham2 yg uptrend, turunnya ga dalem dalem bgt
DOID
cent
assa
lppf
kurang uptrend apa coba  ",Positif
1012,"Membalas : ada yg serok WSKT?
990 lepas 1000 doang tadi. cuman  225lot",Positif
1013,ada yg serok WSKT?,Positif
1014,"Membalas : Dmmx ijo   525
ijo pak memang hahaha
saya pasang CL di 490an aja.
avg 404     ",Positif
1015,Dmmx ijo   525,Positif
1016,Esti :rocket::rocket::rocket::rocket::rocket:,Positif
1017,BBTN sepertinya mulai ada kehidupan   ,Positif
1018,"Ayo doid, habiskan bidnya biar ku lebih tenang  ",Positif
1019,"Biasanya klo Pak @wealth88 cl, sahamnya jd terbang... ct dmmx ya Pak ",Positif
1020,BBKP support sangat kuat di 500,Positif
1021,doid yok ribonn,Positif
1022,"Membalas : Yang nanti bakal naik
Dmmx same  ",Positif
1023,"Membalas : tadi sesi 1 awal2 sudah kena cutloss doid, sekarang doid arb/1 tick menuju arb, merasa terselamatkan, entah mau mantul dari ARB
aminnn moga mantul arb jd ara   ",Positif
1024,arto pelindung ihsg..bca uda masa lalu,Positif
1025,Hebat si arto. Ngab jago,Positif
1026,arto bertahan kehijauan nya,Positif
1027,Teman2 udah dapat dividen bmri?,Positif
1028,"Wah dividen bmri cair,  free tax, thanks bu menteri  ",Positif
1029,"Membalas : WSKT ADHI PTPP    
konstruksi'a d borong smua  ",Positif
1030,HRME ngegas,Positif
1031,BANK & ARTO    jagoan ku,Positif
1032,"Membalas : arto bukanya naik karena mau ri ya makanya di goreng? udah selesai ri nya tujuan nya apa lagi ya
mau ngalahin bbca lah ",Positif
1033,"Ya ARTO kan kuat story dan actionnya. Ada right issue, ada planning, ada IPO Gojek Toped. Equity naik berkali2 lipat juga penetrasi market rilnya jelas.

Kalau BUMN kan ngandalin swf doank buat bayar utang yg triliunan",Positif
1034,arto bukanya naik karena mau ri ya makanya di goreng? udah selesai ri nya tujuan nya apa lagi ya ,Positif
1035,ARTO gk ada yg mau gwanin naek   ,Positif
1036,"Di kala IHSG merah, ARTO bisa terbang sendiri, pertanda IPO Toped-Gojek makin dekat",Positif
1037,bersih ya PGAS,Positif
1038,BBCA posisi sekarang udah bgs blm ya?,Positif
1039,"Membalas : MARI ATH kah?
Yup",Positif
1040,MARI ATH kah?,Positif
1041,Mari fly,Positif
1042,"Membalas : MLPL HAKA otw 200 (ATH)
Reason nya apa? 


YukNabungSaham",Positif
1043,MLPL HAKA otw 200 (ATH),Positif
1044,SAME yuk gaskeun,Positif
1045,ESSA nya kakak    ,Positif
1046,HAKA MPPA :rocket:,Positif
1047,"Ihsg bs naik jk domestik bersatu buy..ga ad cerita turun.. pada taking profit maka ga naik2.. mari gagalkan elliot wave dan naikkan ihsg ke 6500
Ini adalah foto",Positif
1048,"Membalas : Terbang CENT minggu ini. Lihat aja  
setuju Om.. spt nya om PW. sdh capai target akum dr public mudahan hari ini aja sdh bisa manteng di 300an  ",Positif
1049,"Membalas : Kemungkinan minggu ini bakal turun om  tapi semoga close minggu depan bikin candle hammer di candle weekly
Terbang CENT minggu ini. Lihat aja  ",Positif
1050,ESSA potensi rising wedge ga sih?  Stocashtic juga udah mau death cross,Positif
1051,Bbri kira2 turun lgi g nih mau serok wkwkw dari kemarin naik terus apa beli pas payment devidend turun apa naik ya wkwkw,Positif
1052,"Habis jln  lihat kebunnya SSMS sapa tahu besok terbang
Ini adalah foto",Positif
1053,"Membalas : IHSG harusnya bull hidden div ? Atau saya ada salah analisa ?
bener kok, di time frame kecil juga saya lihat harusnya masih bullish",Positif
1054,"Membalas : Photo
Nah ini rumusnya, berarti IHSG hidden bull div. harusnya",Positif
1055,"Membalas : Minggu ini IHSG berhasil membentuk swing High dari bearish trendnya, namun last candle kemarin membentuk candle merah, dimana te
IHSG harusnya bull hidden div ?
Atau saya ada salah analisa ?",Positif
1056,"Tlkm senen lanjut naik g nih
",Positif
1057,Kalau Bank jagoan saya BBTN. Kemarin pas crash dapet bagger. Beli 800 an jual 1600 an,Positif
1058,"Bjbr deviden 95 serok g nih wkwkwk
",Positif
1059,WSKT DER sampe 1000%,Positif
1060,"Ini adalah foto
terkonfirmasi oleh rsi dan macd. koreksi dulu pak. sampe ketemu di hidden bullish dan reg bull",Positif
1061,Mari wiim udah di resist menuju ath. Semoga minggu depan breakout  ,Positif
1062,"Maaf pak guru, apakah MARI sudah valid breakout pattern cup?
Ini adalah foto",Positif
1063,"tfas ini fenomenal..
saat 500 ke 700an naiknya slow tp nonstop.. nunggu pullback ga dikasih.. eeee...lgs ngegas   ",Positif
1064,"Membalas : Kl melihat proyeksi, msh prospek. Tetep hati2.
Skrg lg Gandrung ekonomi digital selain ini apa lg ya pak guru yg bisa buat swing ..Sy liat TFAS sama ASSA naik trus tp dah ketinggian. Apa ada yg lain kah",Positif
1065,"Membalas : Assalamu'alaikum pak guru..kalo blm punya DMMX apa masih prospek masuk Senin?
Kl melihat proyeksi, msh prospek. Tetep hati2.",Positif
1066,"Membalas : #DMMX : setelah breakout lanjut terus atau pullback dulu? https://www.tradingview.com/x/Y8eYBXip/
Konsol dulu di 500an  ",Positif
1067,"Membalas : Photo
Assalamu'alaikum pak guru..kalo blm punya DMMX apa masih prospek masuk Senin?",Positif
1068,"Membalas : Photo
Cantik ya pak kayak same sama sama ath",Positif
1069,"Paman Sam gonta ganti cetak rekor ATH terus    trio DJ, SP dan Nasdaq ganti an...
Ini adalah foto
",Positif
1070,"Membalas : Photo
Skrg kok sering begini. Direksi beli saham sedikit, berita keluar harga naik sbtr tau2 dibanting.
Inkp, bbtn, bbca.",Negatif
1071,"kalo telat cl,auto gembel
",Negatif
1072,"Membalas : Ga bole pompom pak Baca teknikal nya ja pak
  ",Negatif
1073,"Membalas : indonesia memang hebat sambut rhomadon dimana mana pada diskon,sampe bursapun nawarin diskon
Haha kalau dikasih diskon punya cash ya girang...
Masalahnya diskonnya saat cashnya dah kering ya, terus ga bisa jual barang.
Ya cuma bisa meratap sedih deh",Negatif
1074,"Membalas : Cut your losses, secure your capital, ga ada kompromi .... Seperti kak Benhan bilang, untuk mengembalikan kerugian dengan tradin
5 kerugian kecil bisa dihapus oleh satu big profit. 
Tapi kalau 5 big losses? Ya wassalam.",Negatif
1075,"Membalas : Tips buat mengatasi kesedihan hati : silahkan diliat aja di grafik chart, sehancur hancurnya harga, sekuat kuatnya badai, coba l
Ga setiap case seperti ini, terutama icbp belum ada tanda reversal, ptba langganannya setelah dividen harga jatuh (tapi kurang tau kalo tahun ini karna dividennya kecil) kalau mau nunggu coals balik biasanya nunggu winter",Negatif
1076,"Menurut saya lho yah, pendapat pribadi yg bisa salah: IHSG masih berat, banyak tekanan dari: BPJS, US10Y, saham2 kontruksi yg sangat jelek LK nya, vaksin kurang efektif di china, dan IHSG udah reli dari nop sampai pertengahan jan 21, apa msh berani masuk? Ini msh 5900 an lho, bisa aja turun lagi krn ga ada berita positif yg SIGNIFIKAN dan coba cek txn harian IHSG, sangat2 tipis....maaf ini bukan tebar fear tp drpd uang menguap ga jelas, kan sayang...",Negatif
1077,"26 maret 2020 harga bbkp hancurrr closing di 89 aja  sekarang tgl 12 april 2020 tadi closing di 498    kalau ga kuat ya ga usa buka tradingnya aja
Ini adalah foto
Membalas : Photo
Sekarang 12 april 2021, sorry typo gara gara rugi terlalu banyak hari ini,,, dan kemarin,, dan kemarin,,, hmmm dan kemarinnya lagi  ",Negatif
1078,"Membalas : Ngga pernah trading pak, itu beli saham dari dulu tapi gak naik2
Bayangkan berapa banyak opportunity loss karena nungguin harga balik.
Kalau di cutloss terus dananya buat beli saham yg lagi uptrend, lebih cepat tuh balik ruginya.

Tapi ingat ya entry pointnya pakai analisa dan bikin trading plan.

Jangan kira  lempar kayu jadi tanaman.    ",Negatif
1079,"Membalas : Photo
Saya kasih contoh aja pengalaman pribadi ya. 
Beli ELSA dulu di 460an terus saya avg down terus sampai lumayan turun sampai di 430. 
Tapi harga di marketnya ga pernah nyampe segitu, pernah paling di 420.
Nah saat saya yakin ELSA downtrend dan ga bisa reversal lagi saya cutloss di 388.

Tau skrg ELSA berapa? Cek aja sendiri. Setiap saya lihat harganya, plong hati ini  ",Negatif
1080,"Membalas : ESSA nya kakak    
Turun yok aku tungguin nih ",Negatif
1081,"Membalas : di pikir2 ada hikmah nya jg mppa di suspend drpd anjlok 2% ikutan ihsg  
Skrg ngga anjlog, pas buka suspen itu yg ngeri",Negatif
1082,di pikir2 ada hikmah nya jg mppa di suspend drpd anjlok 2% ikutan ihsg     ,Negatif
1083,"Membalas : https://www.instagram.com/p/CNjvTLiBxQ0/?igshid=km0htjrfeuv0
masih bingung kenapa isu digital bank kecil proyeksinya lebay, Bank Mandiri aja ngeluarin Livin, ga ada prospek gimana2",Negatif
1084,"Membalas : Gaklah, kalau hijau terus brati uang deposito itu bunga 0,25%/bln masih langsung dipotong pjk pph final 20%... (Misal Uang 1Mil
Wkkk.... betul itu...
IHSG merah, kuat saya duiti, kalau nggak kuat saya tinggal ngopi...",Negatif
1085,"Main saham aja masih nyangkut
Main crypto kalo marketnya crash malah jatuh miskin sekalian",Negatif
1086,"buktinya mppa skarang suspand,jd ga arb  ",Negatif
1087,WSKT dicegat semesta (MG),Negatif
1088,"Membalas : Ilmu tingkat dewa!     
cuan di dmmx
tp CL di cent,elsa,doid     
gak jadi cuan deh  ",Negatif
1089,"Membalas : Dmmx ijo   525
dah kujual 545 td pagi   
ternyata matahari merah ya.. makanya cuaca koq gerah amat  ",Negatif
1090,"Membalas : Zp net buy doid di arb habis diserok td   
Paling ujung2nya besok naik 2% lanjut turun 6% lg   ",Negatif
1091,ASII gak bosen2nya turun,Negatif
1092,Hancur di dunia per sahaman terutama di Pasar kontruksi saya beli PTPP tahun lalu harga 2000 sekarang malah jadi 1200,Negatif
1093,"Membalas : Bbkp sempat 494 batas CL orang orang 500,, yaa bandar lagi tunggu saya CL pak @WindRainRealm    
disaat Liat ihsg merah,Masih Ada yg bisa bikin tetap tersenyum   sukses pak  ",Negatif
1094,"Membalas : Ihsg 5975 Bbkp 500 Wis dah dipersilahkan yg punya hajatan, hajatan duluan saya minggir menepi dulu ambyar semua
IHSG Mulai usang, sekarang lagi hypenya crypto. Terima atau gak, itulah kenyataan saat ini",Negatif
1095,"Membalas : Iya pak.. Karena kita ga akan tau sampai mana turun nya.. Atau bisa aja mantul untuk turun lg alias dcb.. Intinya disiplin cutlo
tadi sesi 1 awal2 sudah kena cutloss doid, sekarang doid arb/1 tick menuju arb, merasa terselamatkan, entah mau mantul dari ARB jadi ARA juga ga pusing dah yang penting disiplin dulu  ",Negatif
1096,Tlkm aku mines 1% cl gak?,Negatif
1097,"Membalas : tkim dari 16rb an jd tinggal 9rb an  
Arb",Negatif
1098,ARB kan ASII Ndarr,Negatif
1099,tkim dari 16rb an jd tinggal 9rb an  ,Negatif
1100,WSKT menju ARB,Negatif
1101,doid koit,Negatif
1102,Aku kemarin serok tlkm 3370 eh sekarang turun emang terkadang g sabar g konsis bikin mines,Negatif
1103,"BBTN baru jg masuk
Langsung dikasih hadiah ARB dong   ",Negatif
1104,"Membalas : So pasti, hanya mereka yg cerdik luar biasa yg bisa gain berkali2 lipat dari aksi korporasi. Call it Wall Street savy. Tapi jang
tapi ini juga gorengan kan pak? gk ada yang tau value nya karena gk bisa di ukur kalau udah waktu nya buble pecah tapi gk tau sejauh apa ",Negatif
1105,"Membalas : Next Baca
Kok baca? Bukannya baca ga jdi?",Negatif
1106,"Membalas : bersih ya PGAS
Ada news ada pgas sampai arb kak",Negatif
1107,ipo gojek tokped bukanya karena mau nyerap dana dari masyarakat juga? karena investor nya pada cape bakar duit? mirip kaya arto karena mau ri di atas jadi nya harga nya di goreng ya,Negatif
1108,"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
Harusnya yg di bubarin tuh BPJS",Negatif
1109,"Membalas : Kalo arb berhari hari  
klupaan kaef inaf antm tins jg    ",Negatif
1110,"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
   ",Negatif
1111,"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
Kalo arb berhari hari  ",Negatif
1112,"bbtn itu emg ada insider trader nya sih, masih inget di arb in sehari sebelum rups, berarti dah tau ga akan bagi deviden padahal laba naik ampir 600%
ya begitulah bandar berkuasa di saham  ",Negatif
1113,"Membalas : Bbtn knp ua
Mungkin ada bad news yg belum keluar",Negatif
1114,ACES jebol bawah,Negatif
1115,"Berarti area mainnya dibawa ke sini, harusnya tidak akan dibawah 6037 eh tadi uda paling rendah 6035 ya?  
Ini adalah foto",Negatif
1116,Pgas terjun bebas...bsok terjun lagi nih  ,Negatif
1117,"Membalas : SAME yuk gaskeun
Waktu break ATH minggu lalu volumenya kecil kak ... ko takutnya false break ya ... bisa turun lagi  ",Negatif
1118,TKIM knp ya kok arah ke ARB lagi?  ,Negatif
1119,"Membalas : the power of hidden bearish divergence !
Waaahh ihsg kebakaran 6048 sempat 6035 , waaaa bbkp 515 apakah karena feeling saya ihsg hari ini closing ijo makanya realnya ihsg kebakaran? Lukas",Negatif
1120,"Membalas : PGAS knp ya ARB
Karena merugi akibat sengketa pajak",Negatif
1121,PGAS knp ya ARB,Negatif
1122,mppa suspen ya?,Negatif
1123,Bener kan PGAS arb,Negatif
1124,Pgas rugi tu,Negatif
1125,"Membalas : Jangan2 malahan yg enteng naiknya soalnya retail biasanya jiper pegang saham yg LK rugi/turun...bandar happy pegang harga bawah
Arb dlu pgas",Negatif
1126,Dibanting PGAS nya  ,Negatif
1127,PGAS mau arb nggak ya?,Negatif
1128,"Membalas : Inj yg bikin sesi 2 kemarin arb. Entah hari inj arb lagi pa ngk. Moga mantul.
Tkim yg arb, liat aja inkp mantul beneran apa ga dr ma200nya",Negatif
1129,"Membalas : Beda Nasib! Laba Bersih TKIM Drop di 2020, Laba INKP Melesat http://detik.id/6sRL72
Inj yg bikin sesi 2 kemarin arb. Entah hari inj arb lagi pa ngk. Moga mantul.",Negatif
1130,"Membalas : Beda Nasib! Laba Bersih TKIM Drop di 2020, Laba INKP Melesat http://detik.id/6sRL72
Makin dalam nih tkim wkwk",Negatif
1131,"Membalas : Bbri kira2 turun lgi g nih mau serok wkwkw dari kemarin naik terus apa beli pas payment devidend turun apa naik ya wkwkw
Rasanya yg paling turun kemarin pas ex date utk BBRI. Pas payment gak ngaruh sih biasanya..",Negatif
1132,"Membalas : Sengketa pajak masuk th 2020 ya impairment loss nya gede ini hanya satu kali ya. Thn buku 2021 sdh nggak ada lagi?
klo dr penjelasannya krn serapan untuk industri turun, wajar sih ada covid jd lesu. pajak bukannya baru kemaren dpt putusan ya?",Negatif
1133,"Membalas : Wah udah pada nyampe
Pakde kapan lagi ni Po nya saya baru jual bbhi ku ",Negatif
1134,MG raja tega   ,Negatif
1135,"Membalas : kabar  ya pak kalau ada info. hee. semoga bisa trigger Fund  lain untuk masukin dana segar ke market
saya uda ga ikutin lagi msci pak semenjak dibanting di towr.  yg dikeluarin naik yg dimasukin malah sideway cenderung bearish",Negatif
1136,"Membalas : Kalau ga mau cutloss ya hold aja buat jangka panjang, aman kok itu klo untuk jangka panjang
Aman.....asal gak butuh duit nya selama harga pasar di bawah harga beli, rasanya sangkut di saham apapun aman.. sampai duit nya dibutuhkan
",Netral
1137,"Membalas : Ngga pernah trading pak, itu beli saham dari dulu tapi gak naik2
Icbp aman hold aja pak
Ptba siy kalo sy kurang pas kalo utk invest jangka panjang
Pgas siy masi ok mdh2an segera mantul",Netral
1138,"Membalas : Photo
Kalau ga mau cutloss ya hold aja buat jangka panjang, aman kok itu klo untuk jangka panjang",Netral
1139,"Target price ARTO dari morgan stanley 14500 untuk base case, 21000 untuk bullish case. Yg udah di dalam, hold aja lebih lama",Netral
1140,"Membalas : Photo
Klo liat tren pjg naik pak tp klo motong suport bpk tetapin aja berp % buat tolerasi Clnya tp untuk masuk tergtg bpk plan mau kemn ambil berp 
Membalas : Photo
Klo sabar tunggu harga bawa dikit garis suport bawah yg miring keatas incer daerah situ aja krn cuan tergtg kpn masuk dan kpn krluar dan selalu siap untuk konds   ",Netral
1141,Bbri kira2 pas hari devidend turun g ya mending avg sekarang apa tunggu bagi2 deviden biasanya kan turun,Netral
1142,"Membalas : Pilihan bijak, mengingat MG suka guyur
Kecuali BACA saya msh hold for longterm
",Netral
1143,"Good news, Eido ijo, Bsok IHSG rebound Ijo",Positif
1144,"Membalas : rencana tambah muatankah waktu RI kedua nanti?  
Rencananya mampir ke cent dulu ci buat icip icip RI nya baru ke terminalnya RI same",Positif
1145,"Membalas : Wow makin jauh nih kalo break lagi , sky high 
Hayo rajin rajin geser, biar bisa melihat athnya dimana dan siapa tau menemukan pola lainnya   ",Positif
1146,"Membalas : Alon alon asal 1000
4000 lah kak, naikin dikit, biar sekelas SILO ama HEAL    ",Positif
1147,"Akan adakah Technical Rebound di ADHI??
Ini adalah foto",Positif
1148,"Membalas : SAME juga udah break ATH kan ya potensi naik jauh lebih tinggi lagi masih ada
Break ath berkali kali sampai udah lupa ini ath ke berapa kali ya",Positif
