,Normal,Status,token
1030,ath,Positif,['ath']
1031,fly,Positif,['fly']
1032,haka tuju ath reason yuknabungsaham,Positif,"['haka', 'tuju', 'ath', 'reason', 'yuknabungsaham']"
1033,haka tuju ath,Positif,"['haka', 'tuju', 'ath']"
1034,ayo gas,Positif,"['ayo', 'gas']"
1035,haka roket,Positif,"['haka', 'roket']"
1036,naik domestik buy cerita turun taking profit naik gagal elliot wave naik,Positif,"['naik', 'domestik', 'buy', 'cerita', 'turun', 'taking', 'profit', 'naik', 'gagal', 'elliot', 'wave', 'naik']"
1037,terbang lihat tuju pw capai target akumulasi public mudah manteng,Positif,"['terbang', 'lihat', 'tuju', 'pw', 'capai', 'target', 'akumulasi', 'public', 'mudah', 'manteng']"
1038,turun moga close bikin candle hammer candle weekly terbang lihat,Positif,"['turun', 'moga', 'close', 'bikin', 'candle', 'hammer', 'candle', 'weekly', 'terbang', 'lihat']"
1039,potensi rising wedge stocashtic death cross,Positif,"['potensi', 'rising', 'wedge', 'stocashtic', 'death', 'cross']"
1040,turun serok naik beli payment dividen turun naik,Positif,"['turun', 'serok', 'naik', 'beli', 'payment', 'dividen', 'turun', 'naik']"
1041,habis jln lihat kebun terbang,Positif,"['habis', 'jln', 'lihat', 'kebun', 'terbang']"
1042,hidden dividen atao salah analisa time frame lihat bullish,Positif,"['hidden', 'dividen', 'atao', 'salah', 'analisa', 'time', 'frame', 'lihat', 'bullish']"
1043,rumus hidden dividen,Positif,"['rumus', 'hidden', 'dividen']"
1044,hasil bentuk swing high bearish trendnya last candle bentuk candle merah te hidden dividen atao salah analisa,Positif,"['hasil', 'bentuk', 'swing', 'high', 'bearish', 'trendnya', 'last', 'candle', 'bentuk', 'candle', 'merah', 'te', 'hidden', 'dividen', 'atao', 'salah', 'analisa']"
1045,naik,Positif,['naik']
1046,jago crash bagger beli jual,Positif,"['jago', 'crash', 'bagger', 'beli', 'jual']"
1047,dividen serok,Positif,"['dividen', 'serok']"
1048,der,Positif,['der']
1049,konfirmasi rsi macd koreksi ketemu hidden bullish reg,Positif,"['konfirmasi', 'rsi', 'macd', 'koreksi', 'ketemu', 'hidden', 'bullish', 'reg']"
1050,resist tuju ath moga breakout,Positif,"['resist', 'tuju', 'ath', 'moga', 'breakout']"
1051,maaf valid breakout pattern cup,Positif,"['maaf', 'valid', 'breakout', 'pattern', 'cup']"
1052,fenomenal naik slow tp nonstop tunggu pullback kasih eeee gas,Positif,"['fenomenal', 'naik', 'slow', 'tp', 'nonstop', 'tunggu', 'pullback', 'kasih', 'eeee', 'gas']"
1053,lihat proyeksi prospek hati gandrung ekonomi digital swing lihat naik tp tinggi,Positif,"['lihat', 'proyeksi', 'prospek', 'hati', 'gandrung', 'ekonomi', 'digital', 'swing', 'lihat', 'naik', 'tp', 'tinggi']"
1054,assalamu alaikum prospek masuk lihat proyeksi prospek hati,Positif,"['assalamu', 'alaikum', 'prospek', 'masuk', 'lihat', 'proyeksi', 'prospek', 'hati']"
1055,breakout atao pullback konsol,Positif,"['breakout', 'atao', 'pullback', 'konsol']"
1056,assalamu alaikum prospek masuk,Positif,"['assalamu', 'alaikum', 'prospek', 'masuk']"
1057,cantik ath,Positif,"['cantik', 'ath']"
1058,gonta ganti cetak rekor ath dj sp nasdaq ganti,Positif,"['gonta', 'ganti', 'cetak', 'rekor', 'ath', 'dj', 'sp', 'nasdaq', 'ganti']"
1059,direksi beli berita naik banting,Negatif,"['direksi', 'beli', 'berita', 'naik', 'banting']"
1060,telat cl gembel,Negatif,"['telat', 'cl', 'gembel']"
1061,pompom teknikal ja,Negatif,"['pompom', 'teknikal', 'ja']"
1062,indonesia hebat sambut rhomadon diskon bursa nawarin diskon kasih diskon girang diskon cashnya kering jual barang ratap sedih,Negatif,"['indonesia', 'hebat', 'sambut', 'rhomadon', 'diskon', 'bursa', 'nawarin', 'diskon', 'kasih', 'diskon', 'girang', 'diskon', 'cashnya', 'kering', 'jual', 'barang', 'ratap', 'sedih']"
1063,cut your losses secure your capital kompromi rugi tradin rugi big profit big losses wassalam,Negatif,"['cut', 'your', 'losses', 'secure', 'your', 'capital', 'kompromi', 'rugi', 'tradin', 'rugi', 'big', 'profit', 'big', 'losses', 'wassalam']"
1064,tips sedih hati silah lihat grafik chart hancur hancur kuat kuat badai coba case utama tanda reversal langgan dividen jatuh kurang dividen tunggu coals tunggu winter,Negatif,"['tips', 'sedih', 'hati', 'silah', 'lihat', 'grafik', 'chart', 'hancur', 'hancur', 'kuat', 'kuat', 'badai', 'coba', 'case', 'utama', 'tanda', 'reversal', 'langgan', 'dividen', 'jatuh', 'kurang', 'dividen', 'tunggu', 'coals', 'tunggu', 'winter']"
1065,pribadi salah berat tekan bpjs usy kontruksi jelek lk vaksin kurang efektif china nop berani masuk turun berita positif signifikan coba cek txn tipis maaf tebar fear tp drpd uap sayang,Negatif,"['pribadi', 'salah', 'berat', 'tekan', 'bpjs', 'usy', 'kontruksi', 'jelek', 'lk', 'vaksin', 'kurang', 'efektif', 'china', 'nop', 'berani', 'masuk', 'turun', 'berita', 'positif', 'signifikan', 'coba', 'cek', 'txn', 'tipis', 'maaf', 'tebar', 'fear', 'tp', 'drpd', 'uap', 'sayang']"
1066,hancurrr closing tanggal closing kuat usa buka tradingnya sorry typo gara gara rugi hmmm,Negatif,"['hancurrr', 'closing', 'tanggal', 'closing', 'kuat', 'usa', 'buka', 'tradingnya', 'sorry', 'typo', 'gara', 'gara', 'rugi', 'hmmm']"
1067,trading beli naik bayang opportunity loss tunggu cutloss dana beli uptrend cepat rugi entry point pakai analisa bikin trading lempar tanam,Negatif,"['trading', 'beli', 'naik', 'bayang', 'opportunity', 'loss', 'tunggu', 'cutloss', 'dana', 'beli', 'uptrend', 'cepat', 'rugi', 'entry', 'point', 'pakai', 'analisa', 'bikin', 'trading', 'lempar', 'tanam']"
1068,kasih alam pribadi beli average down lumayan turun marketnya segitu downtrend reversal cutloss cek lihat plong hati,Negatif,"['kasih', 'alam', 'pribadi', 'beli', 'average', 'down', 'lumayan', 'turun', 'marketnya', 'segitu', 'downtrend', 'reversal', 'cutloss', 'cek', 'lihat', 'plong', 'hati']"
1069,turun ayo tungguin,Negatif,"['turun', 'ayo', 'tungguin']"
1070,pikir hikmah suspend drpd anjlok anjlog buka suspend ngeri,Negatif,"['pikir', 'hikmah', 'suspend', 'drpd', 'anjlok', 'anjlog', 'buka', 'suspend', 'ngeri']"
1071,pikir hikmah suspend drpd anjlok,Negatif,"['pikir', 'hikmah', 'suspend', 'drpd', 'anjlok']"
1072,bingung isu digital proyeksi lebay mandiri ngeluarin livin prospek,Negatif,"['bingung', 'isu', 'digital', 'proyeksi', 'lebay', 'mandiri', 'ngeluarin', 'livin', 'prospek']"
1073,gaklah hijau deposito bunga potong pjk pph final mil wkkk merah kuat duit kuat tinggal ngopi,Negatif,"['gaklah', 'hijau', 'deposito', 'bunga', 'potong', 'pjk', 'pph', 'final', 'mil', 'wkkk', 'merah', 'kuat', 'duit', 'kuat', 'tinggal', 'ngopi']"
1074,sangkut crypto marketnya crash jatuh miskin,Negatif,"['sangkut', 'crypto', 'marketnya', 'crash', 'jatuh', 'miskin']"
1075,bukti suspand arb,Negatif,"['bukti', 'suspand', 'arb']"
1076,cegat semesta moga,Negatif,"['cegat', 'semesta', 'moga']"
1077,ilmu tingkat cuan tp cl cuan,Negatif,"['ilmu', 'tingkat', 'cuan', 'tp', 'cl', 'cuan']"
1078,hijau jual nyata matahari merah cuaca gerah,Negatif,"['hijau', 'jual', 'nyata', 'matahari', 'merah', 'cuaca', 'gerah']"
1079,zp net buy arb habis serok ujung naik turun,Negatif,"['zp', 'net', 'buy', 'arb', 'habis', 'serok', 'ujung', 'naik', 'turun']"
1080,asi bosennya turun,Negatif,"['asi', 'bosennya', 'turun']"
1081,hancur dunia utama pasar kontruksi beli,Negatif,"['hancur', 'dunia', 'utama', 'pasar', 'kontruksi', 'beli']"
1082,batas cl orang orang bandar tunggu cl lihat merah bikin senyum sukses,Negatif,"['batas', 'cl', 'orang', 'orang', 'bandar', 'tunggu', 'cl', 'lihat', 'merah', 'bikin', 'senyum', 'sukses']"
1083,wis silah hajat hajat duluan minggir tepi ambyar usang hypenya crypto terima atao nyata,Negatif,"['wis', 'silah', 'hajat', 'hajat', 'duluan', 'minggir', 'tepi', 'ambyar', 'usang', 'hypenya', 'crypto', 'terima', 'atao', 'nyata']"
1084,turun atao mantap turun alias dcb inti disiplin cutlo sesi kena cutloss arb tick tuju arb selamat mantap arb ara pusing disiplin,Negatif,"['turun', 'atao', 'mantap', 'turun', 'alias', 'dcb', 'inti', 'disiplin', 'cutlo', 'sesi', 'kena', 'cutloss', 'arb', 'tick', 'tuju', 'arb', 'selamat', 'mantap', 'arb', 'ara', 'pusing', 'disiplin']"
1085,mes cl,Negatif,"['mes', 'cl']"
1086,rb tinggal rb arb,Negatif,"['rb', 'tinggal', 'rb', 'arb']"
1087,arb asi,Negatif,"['arb', 'asi']"
1088,rb tinggal rb,Negatif,"['rb', 'tinggal', 'rb']"
1089,tuju arb,Negatif,"['tuju', 'arb']"
1090,koit,Negatif,['koit']
1091,serok turun terkadang sabar konsis bikin mes,Negatif,"['serok', 'turun', 'terkadang', 'sabar', 'konsis', 'bikin', 'mes']"
1092,masuk kasih hadiah arb,Negatif,"['masuk', 'kasih', 'hadiah', 'arb']"
1093,so cerdik gain kali lipat korporasi call wall street savy jang goreng value ukur buble pecah,Negatif,"['so', 'cerdik', 'gain', 'kali', 'lipat', 'korporasi', 'call', 'wall', 'street', 'savy', 'jang', 'goreng', 'value', 'ukur', 'buble', 'pecah']"
1094,next jdi,Negatif,"['next', 'jdi']"
1095,bersih news arb,Negatif,"['bersih', 'news', 'arb']"
1096,ipo buka nyerap dana masyarakat investor cape bakar duit kaya ri goreng,Negatif,"['ipo', 'buka', 'nyerap', 'dana', 'masyarakat', 'investor', 'cape', 'bakar', 'duit', 'kaya', 'ri', 'goreng']"
1097,bubar bubar bpjs,Negatif,"['bubar', 'bubar', 'bpjs']"
1098,arb lupa,Negatif,"['arb', 'lupa']"
1099,bubar,Negatif,['bubar']
1100,bubar arb,Negatif,"['bubar', 'arb']"
1101,insider trader arb in rups dividen laba naik ampir bandar kuasa,Negatif,"['insider', 'trader', 'arb', 'in', 'rups', 'dividen', 'laba', 'naik', 'ampir', 'bandar', 'kuasa']"
1102,ua bad news,Negatif,"['ua', 'bad', 'news']"
1103,jebol bawah,Negatif,"['jebol', 'bawah']"
1104,area bawa bawah rendah,Negatif,"['area', 'bawa', 'bawah', 'rendah']"
1105,terjun bebas terjun,Negatif,"['terjun', 'bebas', 'terjun']"
1106,ayo gas break ath volume takut false break turun,Negatif,"['ayo', 'gas', 'break', 'ath', 'volume', 'takut', 'false', 'break', 'turun']"
1107,arah arb,Negatif,"['arah', 'arb']"
1108,power of hidden bearish divergence waaahh bakar waaaa feeling closing hijau bakar lukas,Negatif,"['power', 'of', 'hidden', 'bearish', 'divergence', 'waaahh', 'bakar', 'waaaa', 'feeling', 'closing', 'hijau', 'bakar', 'lukas']"
1109,arb rugi akibat sengketa pajak,Negatif,"['arb', 'rugi', 'akibat', 'sengketa', 'pajak']"
1110,arb,Negatif,['arb']
1111,suspend,Negatif,['suspend']
1112,arb,Negatif,['arb']
1113,rugi,Negatif,['rugi']
1114,enteng naik ritel jiper pegang lk rugi turun bandar happy pegang bawah arb,Negatif,"['enteng', 'naik', 'ritel', 'jiper', 'pegang', 'lk', 'rugi', 'turun', 'bandar', 'happy', 'pegang', 'bawah', 'arb']"
1115,banting,Negatif,['banting']
1116,arb,Negatif,['arb']
1117,bikin sesi arb arb pa ngk moga mantap arb lihat mantap manya,Negatif,"['bikin', 'sesi', 'arb', 'arb', 'pa', 'ngk', 'moga', 'mantap', 'arb', 'lihat', 'mantap', 'manya']"
1118,beda nasib laba bersih laba lesat bikin sesi arb arb pa ngk moga mantap,Negatif,"['beda', 'nasib', 'laba', 'bersih', 'laba', 'lesat', 'bikin', 'sesi', 'arb', 'arb', 'pa', 'ngk', 'moga', 'mantap']"
1119,beda nasib laba bersih laba lesat,Negatif,"['beda', 'nasib', 'laba', 'bersih', 'laba', 'lesat']"
1120,turun serok naik beli payment dividen turun naik turun ex date payment ngaruh,Negatif,"['turun', 'serok', 'naik', 'beli', 'payment', 'dividen', 'turun', 'naik', 'turun', 'ex', 'date', 'payment', 'ngaruh']"
1121,sengketa pajak masuk th impairment loss kali tahan buku serap industri turun wajar covid lesu pajak putus,Negatif,"['sengketa', 'pajak', 'masuk', 'th', 'impairment', 'loss', 'kali', 'tahan', 'buku', 'serap', 'industri', 'turun', 'wajar', 'covid', 'lesu', 'pajak', 'putus']"
1122,ni po jual,Negatif,"['ni', 'po', 'jual']"
1123,moga tega,Negatif,"['moga', 'tega']"
1124,info hee moga trigger fund masukin dana segar market ikutin msci semenjak banting dikeluarin naik dimasukin sideway cenderung bearish,Negatif,"['info', 'hee', 'moga', 'trigger', 'fund', 'masukin', 'dana', 'segar', 'market', 'ikutin', 'msci', 'semenjak', 'banting', 'dikeluarin', 'naik', 'dimasukin', 'sideway', 'cenderung', 'bearish']"
1125,cutloss hold jangka jangka butuh duit pasar bawah beli sangkut duit butuh,Netral,"['cutloss', 'hold', 'jangka', 'jangka', 'butuh', 'duit', 'pasar', 'bawah', 'beli', 'sangkut', 'duit', 'butuh']"
1126,trading beli naik hold siy kurang invest jangka siy oke mdhan mantap,Netral,"['trading', 'beli', 'naik', 'hold', 'siy', 'kurang', 'invest', 'jangka', 'siy', 'oke', 'mdhan', 'mantap']"
1127,cutloss hold jangka jangka,Netral,"['cutloss', 'hold', 'jangka', 'jangka']"
1128,target price morgan stanley base case bullish case hold,Netral,"['target', 'price', 'morgan', 'stanley', 'base', 'case', 'bullish', 'case', 'hold']"
1129,lihat tren pjg naik tp motong suport bpk tetapin berp tolerasi clnya tp masuk gantung bpk kemn ambil berp sabar tunggu bawa garis suport bawah miring incer daerah situ cuan gantung kpn masuk kpn konds,Netral,"['lihat', 'tren', 'pjg', 'naik', 'tp', 'motong', 'suport', 'bpk', 'tetapin', 'berp', 'tolerasi', 'clnya', 'tp', 'masuk', 'gantung', 'bpk', 'kemn', 'ambil', 'berp', 'sabar', 'tunggu', 'bawa', 'garis', 'suport', 'bawah', 'miring', 'incer', 'daerah', 'situ', 'cuan', 'gantung', 'kpn', 'masuk', 'kpn', 'konds']"
1130,dividen turun mending average tunggu dividen turun,Netral,"['dividen', 'turun', 'mending', 'average', 'tunggu', 'dividen', 'turun']"
1131,pilih bijak moga suka guyur kecuali hold for longterm,Netral,"['pilih', 'bijak', 'moga', 'suka', 'guyur', 'kecuali', 'hold', 'for', 'longterm']"
1132,news eido hijau rebound hijau,Positif,"['news', 'eido', 'hijau', 'rebound', 'hijau']"
1133,rencana muat ri rencana mampir icip icip ri terminal ri,Positif,"['rencana', 'muat', 'ri', 'rencana', 'mampir', 'icip', 'icip', 'ri', 'terminal', 'ri']"
1134,wow break sky high ayo rajin rajin geser biar lihat athnya temu,Positif,"['wow', 'break', 'sky', 'high', 'ayo', 'rajin', 'rajin', 'geser', 'biar', 'lihat', 'athnya', 'temu']"
1135,naik biar kelas,Positif,"['naik', 'biar', 'kelas']"
1136,technical rebound,Positif,"['technical', 'rebound']"
1137,break ath potensi naik tinggi break ath kali kali lupa ath kali,Positif,"['break', 'ath', 'potensi', 'naik', 'tinggi', 'break', 'ath', 'kali', 'kali', 'lupa', 'ath', 'kali']"
1138,cicil kasih koreksi break ath potensi naik tinggi,Positif,"['cicil', 'kasih', 'koreksi', 'break', 'ath', 'potensi', 'naik', 'tinggi']"
1139,fyi abs rups ri beli ri sila simpul cicil kasih koreksi,Positif,"['fyi', 'abs', 'rups', 'ri', 'beli', 'ri', 'sila', 'simpul', 'cicil', 'kasih', 'koreksi']"
1140,loh bagus fyi abs rups ri beli ri sila simpul,Positif,"['loh', 'bagus', 'fyi', 'abs', 'rups', 'ri', 'beli', 'ri', 'sila', 'simpul']"
1141,kasih info usaha masuk kategori growing companies terima kasih,Positif,"['kasih', 'info', 'usaha', 'masuk', 'kategori', 'growing', 'companies', 'terima', 'kasih']"
1142,peduli asing atao lokal joget pasar,Positif,"['peduli', 'asing', 'atao', 'lokal', 'joget', 'pasar']"
1143,telkom indonesia mitratel weighs billion ipo harap kena ara ipo us billion,Positif,"['telkom', 'indonesia', 'mitratel', 'weighs', 'billion', 'ipo', 'harap', 'kena', 'ara', 'ipo', 'us', 'billion']"
1144,suspend,Positif,['suspend']
1145,mai halus pakai ara jilid jilid suspend,Positif,"['mai', 'halus', 'pakai', 'ara', 'jilid', 'jilid', 'suspend']"
1146,tuju ara corporate action disuspend reason untung yaudh fix ara,Positif,"['tuju', 'ara', 'corporate', 'action', 'disuspend', 'reason', 'untung', 'yaudh', 'fix', 'ara']"
1147,suspend set kena prikik lancar ara jln kena prikik ara naik turun gas,Positif,"['suspend', 'set', 'kena', 'prikik', 'lancar', 'ara', 'jln', 'kena', 'prikik', 'ara', 'naik', 'turun', 'gas']"
1148,kena suspend corp action tuju ara corporate action disuspend reason ara,Positif,"['kena', 'suspend', 'corp', 'action', 'tuju', 'ara', 'corporate', 'action', 'disuspend', 'reason', 'ara']"
1149,suspend set kena prikik lancar ara jln kena prikik kena suspend corp action,Positif,"['suspend', 'set', 'kena', 'prikik', 'lancar', 'ara', 'jln', 'kena', 'prikik', 'kena', 'suspend', 'corp', 'action']"
1150,habis bantai keluarin pancing ritel jatuh kecuali scalper te top gainer,Positif,"['habis', 'bantai', 'keluarin', 'pancing', 'ritel', 'jatuh', 'kecuali', 'scalper', 'te', 'top', 'gainer']"
1151,tebar dividen lumayan,Positif,"['tebar', 'dividen', 'lumayan']"
1152,rupslb buyback,Positif,"['rupslb', 'buyback']"
1153,frds senyum porto,Positif,"['frds', 'senyum', 'porto']"
1154,loncat tutup buy loncat deg degan,Positif,"['loncat', 'tutup', 'buy', 'loncat', 'deg', 'degan']"
1155,bete indeks sangkut no buka cuan,Positif,"['bete', 'indeks', 'sangkut', 'no', 'buka', 'cuan']"
1156,ur close bagus,Positif,"['ur', 'close', 'bagus']"
1157,loncat tutup buy,Positif,"['loncat', 'tutup', 'buy']"
1158,kencang doa biar lebaran kasih thr berkah kasih thr atao diskon,Positif,"['kencang', 'doa', 'biar', 'lebaran', 'kasih', 'thr', 'berkah', 'kasih', 'thr', 'atao', 'diskon']"
1159,kencang doa biar lebaran kasih thr berkah,Positif,"['kencang', 'doa', 'biar', 'lebaran', 'kasih', 'thr', 'berkah']"
1160,mantap tuyun smogah angka cantik,Positif,"['mantap', 'tuyun', 'smogah', 'angka', 'cantik']"
1161,peduli tekan jual cuan pindah happy cuan barang,Positif,"['peduli', 'tekan', 'jual', 'cuan', 'pindah', 'happy', 'cuan', 'barang']"
1162,asing konsisten beli,Positif,"['asing', 'konsisten', 'beli']"
1163,tembus,Positif,['tembus']
1164,moga,Positif,['moga']
1165,serok,Positif,['serok']
1166,serok,Positif,['serok']
1167,asing manuver angkat,Positif,"['asing', 'manuver', 'angkat']"
1168,nikah,Positif,['nikah']
1169,gas,Positif,['gas']
1170,ipar muat diskon suruh isi full hijau bingung tuju,Positif,"['ipar', 'muat', 'diskon', 'suruh', 'isi', 'full', 'hijau', 'bingung', 'tuju']"
1171,hebat ara kali gin,Positif,"['hebat', 'ara', 'kali', 'gin']"
1172,keren,Positif,['keren']
1173,sabar kunci jalan,Positif,"['sabar', 'kunci', 'jalan']"
1174,hibur hibur,Positif,"['hibur', 'hibur']"
1175,hibur,Positif,['hibur']
1176,woops hijau,Positif,"['woops', 'hijau']"
1177,bolehnyicil,Positif,['bolehnyicil']
1178,emiten kuat emiten htf sakti,Positif,"['emiten', 'kuat', 'emiten', 'htf', 'sakti']"
1179,kalah,Positif,['kalah']
1180,ayo,Positif,['ayo']
1181,antri kena,Positif,"['antri', 'kena']"
1182,serok,Positif,['serok']
1183,peduli tekan jual cuan pindah,Positif,"['peduli', 'tekan', 'jual', 'cuan', 'pindah']"
1184,garis alert buy,Positif,"['garis', 'alert', 'buy']"
1185,ayo terbang ara,Positif,"['ayo', 'terbang', 'ara']"
1186,ayo terbang,Positif,"['ayo', 'terbang']"
1187,trading,Positif,['trading']
1188,bandel santai nanjak panik nanjaknya gerak base tanda nanjak kaya,Positif,"['bandel', 'santai', 'nanjak', 'panik', 'nanjaknya', 'gerak', 'base', 'tanda', 'nanjak', 'kaya']"
1189,jalan,Positif,['jalan']
1190,jalan,Positif,['jalan']
1191,jalan,Positif,['jalan']
1192,rebound,Positif,['rebound']
1193,tarik ri korean masuk incar dana rasio,Positif,"['tarik', 'ri', 'korean', 'masuk', 'incar', 'dana', 'rasio']"
1194,map tarik,Positif,"['map', 'tarik']"
1195,jebol,Positif,['jebol']
1196,percaya sakti focus nebak index bandel santai nanjak panik nanjaknya santai,Positif,"['percaya', 'sakti', 'focus', 'nebak', 'index', 'bandel', 'santai', 'nanjak', 'panik', 'nanjaknya', 'santai']"
1197,mantap,Positif,['mantap']
1198,cuan take profit moh mati,Positif,"['cuan', 'take', 'profit', 'moh', 'mati']"
1199,ath,Positif,['ath']
1200,go,Positif,['go']
1201,bagus,Positif,['bagus']
1202,curi makan,Positif,"['curi', 'makan']"
1203,yaudah lihat sesi fa diskon tunggu chart bagus tunggu naik,Positif,"['yaudah', 'lihat', 'sesi', 'fa', 'diskon', 'tunggu', 'chart', 'bagus', 'tunggu', 'naik']"
